###### framework ######
Add more users;-;
Add multilevel menu;-;
Add new guest;-;
Add product(s) to this area;-;
Add products to list above;-;
Add room to cart;-;
Add system;-;
Add system department;-;
Add this application and get started adding content to your page.;-;
Add this application to a page and let customers take a questback;-;
Add this application to add related products to a product page;-;
Add this contact form, configure it, and you are ready to start receiving questions and feedback from your users per email.;-;
Add to cart;-;
Add to list above;-;
Add to your page;-;
Add user;-;
Add user to event;-;
Additional domain names;-;
Additional info;-;
Addons are an excelent way to charge more, for example parking, dinner, extra bed, etc.;-;
Address 1;-;
Address 2;-;
Admin;-;
Admin - Purchase Notification;-;
Admin - Upload Notification;-;
Admin - Upload Notification - Normal Request;-;
Admin - Upload Notification - Special Request;-;
Admin functions;-;
Administrator;-;
Administrators;-;
Admins;-;
Adress;-;
After that you can connect a room to the category and start selling it.;-;
Airgram allows you to push important notifications to your phone, use this application to push notifications to your cell phone when something important is happening, for example if someone is starting to chat with you, you will be instantly notified and can responde accordingly. Just download airgram from google play or app store and start using it.;-;
All WP;-;
All fields are required, email need to be valid.;-;
All fields need to be filled before you continue;-;
All good (active);-;
All groups;-;
All lists;-;
All lists hare are setup from the Product Lists in the menu.;-;
All page views listed;-;
All projects;-;
All systems;-;
All text that you enter in the box below will be sent out as order confirmation emails. You can write anything you wish here, and enter variables. See bottom of page for variable defenitions.;-;
All users;-;
All well! Ready to send code this guest;-;
All your products;-;
Allow users to login with cellphone number as username;-;
Allow your customers to take the tests you setup.;-;
Allows customers to pay by invoice.;-;
Allows you to charge users by paying cash and keep track of those.;-;
Allows you to create a terms and condition page which has to be accepted by your customers before ordering.;-;
Almost done! all you need to do now is to upload your images. Hover the mouse over this image and the gear will appear.;-;
Almost there! Click on the plus to add your first menu entry for this menu;-;
Alpha descending;-;
Already created instances of this app;-;
Amesto Settings;-;
Amount;-;
Anonymous user;-;
Answering your customers questions, means more sale. By adding this excellent chat application, you can answer on request at any time from you mobile devices or your stationary computer.;-;
Api id;-;
Api password;-;
Application management;-;
Application subscription key;-;
Application subscription key.;-;
Applications;-;
Arbeidspakke;-;
Arbiedspakke;-;
Are customers required to register to order?;-;
Are you interested in numbers? how are you performing, how many sms have you sent etc.;-;
Are you running this store in test mode?;-;
Are you sure that you want to remove this application?;-;
Are you sure want to delete this list?;-;
Are you sure you want to block this guest?;-;
Are you sure you want to delete the location?;-;
Are you sure you want to delete this logo?;-;
Are you sure you want to delete this order?;-;
Are you sure you want to delete this product?;-;
Are you sure you want to remove the acecss for this guest?;-;
Are you sure you want to remove the candidate from this event?;-;
Are you sure you want to remove this language?;-;
Are you sure you want to remove this user?;-;
Are you sure you want to remove user from this event?;-;
Asana Projects;-;
Attendees;-;
Auto validation of phonenumber upon save;-;
Automatic event reminder emails / sms;-;
Automatically navigate to cart after adding to it;-;
Automatically send reminder on email?;-;
Automatically send reminder on sms?;-;
Available applications;-;
Available questbacks;-;
Available tests;-;
Back;-;
Back to email;-;
Back to orders;-;
Backgrounds;-;
Base color;-;
Base text color;-;
Before you can start accepting payments you need to set up payment methods, this can be everything from an invoice to stripe for accepting credit cards.;-;
Before you can start handling payments you will have to save all the changes done first. Please save the payments by pressing the button above.;-;
Below;-;
Below you can see all the pictures, if you want to upload a picture to this product you can simply upload by using the options to the right;-;
Below you see a dropdown list of users. Select users you want to merge, then select the properties to use on the new user.;-;
Below you see a list of all companies registered in this system. To see more information about a companies you can simply click on it.;-;
Below you see a list of all of the orders that has been placed on your e-commerce solution. To see more information about a sepecific order you can simply click on it.;-;
Below you see a list of all the groups that are added to your system;-;
Below you see a list of all the projects that are added to your system;-;
Below you see a list of all the workpackages that are added to your system;-;
Below you see a list of all users registered in this system. To see more information about a user you can simply click on it.;-;
Below you see a list with all of your products, you can filter it by using the textbox to the right. Click on the product you want to see more information about.;-;
BigStock;-;
Billing city address.;-;
Billing country address.;-;
Billing post number.;-;
Billing street address.;-;
Binding periode;-;
BlackAndWhiteTheme;-;
Block access;-;
Booked by;-;
Booked for;-;
Booking has been replaced with a new booking by the OTA;-;
Booking is confirmed;-;
Boundaries;-;
BrainTree;-;
Browse applications;-;
Bug;-;
Build my system now;-;
Build your layout;-;
Build your newsletter;-;
Button color;-;
Button name;-;
Button text color;-;
Buy Picture;-;
Buy now;-;
By adding this application you will see some static over your sms usage.;-;
By clicking the button above you will be able to add an application to this area.;-;
By enabling testmode for sisow, you will be able to test the payment solutions in sandbox mode.;-;
By enabling this function the stock quantities will be modified when a customer has done the checkout routine.;-;
By turning on this feature you will set this application to be visible on all pages.;-;
By using this payment you will be able to create a invoice that you can send to your customers;-;
C3 Settings;-;
CMS, activate this module to get all the tools you need to add text, images, movies etc.;-;
CVV;-;
Calendar Filter;-;
CalendarEventViewer;-;
Call me body?;-;
Call me subject;-;
Callback id;-;
Can be selected;-;
Can change layout on page?;-;
Can change page layout;-;
Cancel;-;
Cancel all payments;-;
Candidate;-;
Candidate name;-;
Capture failed;-;
Captured;-;
Car tuning;-;
Card holder name;-;
Card number;-;
Carousel;-;
Carousel mode is great if you wish to add sliding content, this means that you can add multiple slider and let your customers make a choice on what they want to view. Great for banners and advertisment.;-;
Categories;-;
Category list;-;
CellPhone;-;
Cellphone;-;
Cells;-;
Change;-;
Change colors;-;
Change company settings below;-;
Change diploma settings;-;
Change image;-;
Change movie;-;
Change payment method;-;
Change room;-;
Change room or category;-;
Change the settings information below?;-;
Change user;-;
Channel;-;
Channel manager;-;
Channel reservation id;-;
Chat;-;
Check for orders to capture;-;
Check this if you administrate your mechanics.;-;
Checking;-;
Chrome?;-;
City of the customer;-;
Cleaning;-;
Cleaning interval is set to 0, this means it is disabled and need to be configured.;-;
Click here for QR code;-;
Click here to create a list;-;
Click on me to edit;-;
Click on the chat icon in the top menu and start translating.;-;
Click on the disk above to upload a file.;-;
Click on the icon in the top admin menu under category More to gain access to your reporting page.;-;
Click on the system you wish to add;-;
Click on the user you wish to add;-;
Click the create application button and you will automatically get a form which sends you email directly to your email address when someone use this form.;-;
Click to activate application;-;
Click to activate theme;-;
Click to add application;-;
Click to autogenerate password;-;
Click to change subject;-;
Click to delete;-;
Click to remove application;-;
Clickatell;-;
Client id;-;
Client secret;-;
Close payment process;-;
Code is no longer active because the booking has ended.;-;
Colors;-;
Colors css;-;
Column;-;
Combine order file and all user file;-;
Combine order file and new user file;-;
Coming;-;
Comment;-;
Comment goes here;-;
Comments on user;-;
Companies;-;
Companies in group;-;
Company;-;
Company / Name;-;
Company Name;-;
Company Vatnumber;-;
Company country;-;
Company email;-;
Company name;-;
Company postnumber;-;
Companylist;-;
Compress main impage;-;
Conference System;-;
Config;-;
Configure;-;
Configure this application if you want to send email from a different email provider en the default one for GetShop;-;
Configure your starting point;-;
Confirm;-;
Confirm entry;-;
Congratulation! You have created your first category / type. Now you can continue to add more categories or connect a room to the category below.;-;
Congratulation, you have added your first image.;-;
Connected;-;
Connected to group;-;
Connects to the norwegian offices for road safety and check when the next TUV control is due;-;
Contact;-;
Contact details;-;
Contact email;-;
Contact form;-;
Contact form configuration;-;
Contact form from app body;-;
Contact form from app subject;-;
Contact name;-;
Content;-;
Content Management;-;
ContentManager global settings;-;
Contents variables that can be used;-;
Cookie warning;-;
Copy product;-;
Could not find booking. Please contact the hotel for more information;-;
Could not transfer the item due to the following reasons;-;
Coupon name;-;
Create;-;
Create a new category;-;
Create a new payment;-;
Create a new product;-;
Create a new test;-;
Create access;-;
Create and save;-;
Create categories and add a list of products to the category, attach images to the categories, and name them as you want.;-;
Create company;-;
Create event;-;
Create files;-;
Create group;-;
Create group product;-;
Create invoicegroup;-;
Create list;-;
Create lock groups;-;
Create new;-;
Create new category;-;
Create new group;-;
Create new pages by dragging "New Page" to where you want the new page to be in the menu.;-;
Create new project;-;
Create new user;-;
Create new workpackage;-;
Create order;-;
Create order after stay;-;
Create payment;-;
Create product;-;
Create project;-;
Create shop;-;
Create test;-;
Create the first row;-;
Create this application and get started, you will automatically be shown the editors view for this application to start adding your text.;-;
Create this application and start showing events on given dates.;-;
Create ticket for;-;
Create user;-;
Create workpackage;-;
Created when;-;
Credentials for the API;-;
Credit card transactions (registered);-;
Credit limit;-;
Credit note;-;
Credit note, contact hotel for refund of money;-;
Credits for picture;-;
Css attribute;-;
Currency;-;
Currency text on invoice;-;
Current available cupons;-;
Current discounted price (exlusive taxes);-;
Current status;-;
Customer;-;
Customer Number;-;
Customer address;-;
Customer city;-;
Customer details;-;
Customer email;-;
Customer group;-;
Customer name;-;
Customer number;-;
Customer phone;-;
Customers;-;
Customers postcode;-;
Dangerous actions;-;
DashBoard;-;
Dashboard;-;
Date created;-;
Date of the event;-;
Date to be transferred;-;
Datefilter (blank = only new ones);-;
Default;-;
Default deliveryaddress;-;
Default email address (when no system has been selected);-;
Default on, turn off if you dont want to show the full description.;-;
Default payment app when config;-;
Default phone prefix;-;
Delay (ms);-;
Delete account;-;
Delete comment;-;
Delete file;-;
Delete group;-;
Delete my store;-;
Delete order;-;
Delete pages by dragging the menu entry to the garbage box.;-;
Delete project;-;
Delete selected application;-;
Delete the old lock system;-;
Delete this image;-;
Delete this list;-;
Delete ticket;-;
Delete user;-;
Department name;-;
Description from the sublocation;-;
Description that will be shown to user;-;
Details;-;
Did not find any products, please try modifying your search.;-;
Did not find any system, please try to search for something else;-;
Did not find any users by the criteria;-;
Did not find any users, please try to search for something else;-;
Did not find anything, please try something else;-;
Different variables that is available;-;
Diploma settings;-;
Direct url;-;
Disable access for Editors to Admin Backend;-;
Disable aspect ratio;-;
Disable mobile view;-;
Disable sms;-;
Disable this option if the user are not entitled to receive a diploma.;-;
Disble menu items;-;
Disconnect company from user when suspended;-;
Discount in percentage?;-;
Display 'X in stock' or 'out of stock' on product?;-;
Display settings;-;
Do not create order after stay;-;
Do so by navigating to settings -> payments and taxes.;-;
Do you want me to do something about this?;-;
Do you want me to do something else?;-;
Do you want me to inform the guests about something? Check the guest you would like to send a message to, enter the message you want me to send and press send as sms / email or both.;-;
Do you want to look at a different date?;-;
Do you wish to charge your customer for using this payment method;-;
Does this mailserver support SSL?;-;
Does this user create the order after the stay has been completed?;-;
Domain name;-;
Domain overview;-;
Dont find what you are looking for? We have more applications available for you, please contact us and let us know your requirements.;-;
Dont you have any quality pictures? Dont worry, we offer pictures from BigStock. Checkout the library, over 16 000 000 images ready to use.;-;
Download PDF;-;
Download PDFs;-;
Download new;-;
Download only new users;-;
Download order file;-;
Download users;-;
Drag a entry to HOME and it will become your landingpage.;-;
Drag to reorder;-;
Drop to reorder;-;
Dude! you have not uploaded any images yet. Click the add image button;-;
Due days;-;
Dynamic pricing;-;
E-Commerce;-;
E-postadresse til systemeier;-;
ECommerceSettings;-;
EVC ID;-;
Edit;-;
Edit area;-;
Edit button;-;
Edit code;-;
Edit contact form;-;
Edit event;-;
Edit link to button;-;
Edit map;-;
Edit menu;-;
Edit text content;-;
Edit the image;-;
Editor;-;
Editors;-;
Effects disabled, this module requires a higher SLA.;-;
Egenfinansiering;-;
Email (for payments);-;
Email / username;-;
Email Address;-;
Email Template Codes;-;
Email Templates;-;
Email address for this department;-;
Email address.;-;
Email of the customer;-;
Email subject;-;
Email to send from;-;
Email used when logging on to sendregning.;-;
Emails;-;
Empty page;-;
Enable compression on image;-;
Enable simplemode;-;
Enable test mode for sisow;-;
Enable this and the images will be loaded smarter and compressed on serverside.;-;
Enable tls?;-;
End time;-;
Ended;-;
Enter a search criteria in the box below and hit Search. Then select the user you wish to set this booking to.;-;
Enter name of the person to search for;-;
Enter product name here to search for a product to add as related;-;
Enter the address to your page in the field below to activate this news feed.;-;
Enter the address you wish users should be able to access, example (yourdomein.com).;-;
Enter the discounted price you want to sell this product for.;-;
Enter the fields below to activate PayPal for your webshop;-;
Enter the information in the fields below.;-;
Enter the name of the page;-;
Enter the number of what visma account should be debited.;-;
Enter the pageid to the page where the booking form is.;-;
Enter the terms and condition text in the field below.;-;
Enter the total amount on the terminal;-;
Error;-;
Error loading file;-;
Error loading the file;-;
Error parsing CSV file;-;
Error parsing JSON file;-;
Event;-;
Event calendar;-;
Event canceled emails / sms;-;
Event canceled subject;-;
Event helder;-;
Event request email;-;
Event statuses;-;
Event transfer email / sms;-;
Event transfer subject;-;
Event type;-;
Everything has been handled;-;
Existing comments;-;
Existing product;-;
Existing user;-;
Exp date;-;
Expiration date;-;
Expiry date;-;
Expiry date xx/xx;-;
Extended description;-;
Extended location;-;
External Accounting ID;-;
External accounting id;-;
Extra languages displayed on  your webpage;-;
Extras;-;
Fast 1 for normalordr.;-;
Feature;-;
Fee for using this payment method;-;
File Service Status;-;
File developer?;-;
Fill out the form below to create a new group.;-;
Fill out the form below to create a new user.;-;
Fill out the form below to create a new workpackage.;-;
Filter by company number;-;
Filter company;-;
Filter lists;-;
Filter order by;-;
Filter orders;-;
Filter products;-;
Filter users;-;
Filtered permissions on applications;-;
Filters;-;
Filtertype;-;
Find the perfect image...;-;
Finished;-;
First Page;-;
First category has been created.;-;
Fixed price discount?;-;
Fixed rate;-;
Floating;-;
Fontawesome icon name;-;
Footer;-;
For convinience.;-;
Force Service Status;-;
Force access regardless of payment;-;
Force unique cellphone on users;-;
Force unique email addresses on users;-;
Force users to login with pincode sent to phone;-;
Forced Status;-;
Forecasted;-;
Form item configuration;-;
Format prices to show a specific amount of decimals.;-;
Forskningsrådet;-;
Found on backside, last 3 digits.;-;
Free;-;
Free shipment;-;
Freetext event helder;-;
Full File Service Hours;-;
GUESTS;-;
Garage email;-;
Garage leader;-;
General;-;
General company settings;-;
General user informational;-;
Get Started;-;
Get started, add this application and start adding news and updates to your page.;-;
GetShop booking id;-;
GetShop contains of much more then just some basic settings, the information and settings you find here is just the basic one that are unique for everyone. If you wish to change settings regarding e-commerce stuff you need first to activate e-commerce under applications and then change settings that shows up.;-;
GetShop has provided a default GDPR privacy declaration that will be shown at the bottom of the website.;-;
GetShop id;-;
Give access to your guests.;-;
Global CSS editing;-;
Global css;-;
Go To Template page;-;
Go back;-;
Go to E-Commerce->Products and create something.;-;
Go to a external page;-;
Go to a internal page;-;
Go to page;-;
Go to payment;-;
Go to product lists;-;
Go to product managment;-;
Go to test;-;
Go to the settings area, navigate to rooms and create a room.;-;
Google Analytics;-;
Google Authenticator;-;
Google Maps Key;-;
Google Remarketing;-;
Google analythics;-;
Google analytics code;-;
Google analytics is by far the best reporting tool for webadministrator, by adding this application you will enable your googla analytics account to communicate with your webshop.;-;
Google maps key;-;
Google remarketing is an excelent way reattract your customers. If a customer has checked out your products you can use this to attract them back again.;-;
Grant access to guest again;-;
Group Logo;-;
Group Prices;-;
Group booking;-;
Group(s);-;
Grouplist;-;
Guest;-;
Guest has successfully checked in;-;
Guest is arriving in;-;
Guest is living in this room, but is not available for the given timeframe;-;
Guest is not arriving today;-;
HMAC key provided by dibs;-;
HTML5 Webpage;-;
Handles taxes for products and shipment.;-;
Har denne gruppen tilgang til å føre kostnader på egenfinansiering?;-;
Har denne gruppen tilgang til å føre kostnader på forskningsrådet?;-;
Here you can configure all the settings required to get sisow to work properly with your account. Enter the fields below and press save, as soon as everything here is set correctly you will see that a new payment options is available in the checkout area.;-;
Hey there, no prices can be set up yet;-;
Hi there, you have;-;
Hi, we do not have any addons added to this room yet.;-;
Hidden for users;-;
Hide event;-;
History;-;
Home;-;
Homepage;-;
Hos not participated on any events;-;
Hostname;-;
Hostname or ipaddress to the mailserver.;-;
How low is the user allowed to go for credit?, example -100;-;
How many chars should this reference be maximum?;-;
How many chars should this reference be minimum?;-;
How many days payment term should be made?;-;
How many different prices do you wish to use? 0 = disabled;-;
How many minutes can this user be inactive before logged out?;-;
How many times can this coupon be used?;-;
I am just waiting for the cleaningstaff to clean the room, once its I will be able to provide this room to this guest.;-;
I am monitoring your visitors traffic and can show you what they did on your site.;-;
I am not able to send accesscode to this guest because the room has not yet been paid.;-;
I can automatically grant access to the guests by sending email and sms'es to the guest with a code for the room, however I need an access control system to talk to.;-;
I got some reports for you;-;
I have an awesome availability view to show you. But without any rooms its not much to show, please go to settings and help me add some rooms for you.;-;
I have found a clean room and confirmed that the guest has paid for the stay. As soon as the guest checkin-time has passed I will send him/her the code by SMS and email.;-;
I have generated the following code for this guest and sent it to him/her by sms and email;-;
I have no clue how to set up prices when no categories are added. Please set up a room category first by navigating to settings -> rooms.;-;
I have removed access for this and told the locksystem that the code should be removed from the lock.;-;
I will not grant acess to this guest as he/she is not arriving today.;-;
IBAN;-;
ID for identifying the user on accounting systems.;-;
Iban number;-;
Id;-;
Id of the order;-;
If a order is canceled, should the items from the order be put back in stock?;-;
If a user gets suspended, remove company relations for that user;-;
If activated the user will get insight in other users within the same company.;-;
If cartCustomerId is set, use this payment application id as default;-;
If no group is selected all groups will have access to this row/cell by default;-;
If the same email is entered, it is forced as the same user if existing.;-;
If this function is enabled, it will show filter left for the calendar.;-;
If this function is enabled, it will show the company field.;-;
If this is activated the account will be locked and the user can not log in.;-;
If this is activated the user will never receive any sms'es from the system.;-;
If this is activated, you will be able to show your customer a listview in additional.;-;
If this is enable it will use responsive css instaed of mobile view.;-;
If this is set to false, users will not be able to register to it. Only admins can assign users to this group.;-;
If this number is set the system will send text messages;-;
If user is not logged in and does not have access, disable menu entries instead of hide them.;-;
If you are using expedia collect to recieve payment, this application will be automatically used. Guests will gain access automatically to the room whenever this application is used.;-;
If you got an approved sender id from clickatell, if not leave empty.;-;
If you have a integration with an accounting system, use this field to match getshop product with accounting system ids.;-;
If you send sms with Clickatell as provider, you can use this to configure username an passwords;-;
If you want your webshop to send emails from another email account then ours, your need to enter the details in the form below. All username and passwords are stored on a seperated server and encrypted when it leaves that server.;-;
Ignore;-;
Image Editor;-;
Image carousel;-;
Image displayer global settings;-;
Images;-;
Images for everyone.;-;
Impersonate;-;
Import an existing application;-;
Import an existing application.;-;
Import application;-;
Import to area;-;
In queue;-;
In registration forms and where prefix is not specified it will uses this as the default prefix.;-;
In some cases the accounting system operates with an external accounting id as well (a secondary id).;-;
Include deleted;-;
Incoming Other;-;
Incoming Phone;-;
Incoming SMS;-;
Incoming email;-;
Increase your sale potential by giving your valued customers discounts with promotion codes.;-;
Incremental order id;-;
Incremental order id of the order;-;
Information about the booker;-;
InformatoinScreen;-;
Inner background color;-;
Insert as carousel mode;-;
Insert as tab mode;-;
Instillinger;-;
Invoice information;-;
Invoice reference;-;
Ip address to the SQL visma server.;-;
Ip adress;-;
Is active file developer;-;
Is company owner?;-;
Is food?;-;
Is order captured?;-;
Is public?;-;
Is this a VIP (Very important person group ).;-;
Is this a virtual group?;-;
Is this an administrator account;-;
Is this an editor account?;-;
Is this user connected to a company?;-;
Is transferred;-;
Is values below entered in discount-percentage?;-;
It all starts with a room type (category), for example Double room, Single room, family room, etc, go ahead and create your first room type now.;-;
It is extremly easy to transfer your domain name. All you have to to do is enter the domain name in the address under.;-;
It is not possible to activate this option with the current settings.;-;
It seems like this user has no orders added to its account yet.;-;
Item details;-;
Its hard to grant access to a door I can't communicate with, contact GetShop to buy locks I can access.;-;
Just add it;-;
Just click the button below;-;
Keep track of your products, orders, pages, etc with this application. Generate reports on a hourly, daily, weekly and monthly basis.;-;
Keep your customers up to date of what events you are hosting with this application;-;
Key;-;
Kid size;-;
Lagre system;-;
Language;-;
Languages;-;
LasGruppen Ordering Schema;-;
Last logged on;-;
Latest registered users;-;
Layout history;-;
Layout on button;-;
Lets you easily connect to paypal, and give your customers option to pay using paypal.;-;
Limited File Service Hours;-;
Link;-;
Link to booking schema.;-;
Link to do the questback;-;
Link to menu;-;
Link to page.;-;
Link to your cancelled you page.;-;
Link to your payment failed page.;-;
Link to your thank you page.;-;
List;-;
List has been saved;-;
List name;-;
List payments;-;
Lists;-;
Listview description;-;
Load settings;-;
Loading data...;-;
Loading image, please wait;-;
Location of the event;-;
Location of the event that this questback is connected to.;-;
Locations;-;
Lock event;-;
Log;-;
Login;-;
Login with code;-;
Logout expire time;-;
Look up this date;-;
Looking for more options? You can add much more information to your product by going to the frontend of the product and use GetShop's entire application sortiment like, Images Carousel, YouTube, Facebook etc. The possibilites are endless.;-;
MD5 Secret key;-;
MD5 key 1 for flexwin;-;
MD5 key 2 for flexwin;-;
Magento Settings;-;
Mail;-;
Mail address;-;
Mail settings;-;
MailChimp is an easy to use news letter sender. Allows you to collect emails and send bulk emails to them.;-;
MailManager;-;
Mailcontent;-;
Mails?;-;
Main email address;-;
Main mobile phone number;-;
Main order email;-;
Make sure that the password you wrote above is the correct.;-;
Make sure your hotel is clean and nice.;-;
Manage group;-;
Manage lists;-;
Manage products in this list;-;
Manage this list;-;
Mandatory;-;
Manually lock/unlock order;-;
Manually select a color;-;
Map;-;
Mark as paid;-;
Mark for resending to accounting;-;
Mark order as paid;-;
Mark orders as airbnb collect payments.;-;
Mark room as clean;-;
Mark room as clean (without logging to reports);-;
Mark room as dirty;-;
Markers;-;
Marketing;-;
Md5 for callback validation;-;
Meca Fleet Emails and Messages;-;
Menu Editor;-;
Menu editor;-;
Merchant Id;-;
Merchant id;-;
Merchant key;-;
Merge Users;-;
Messages;-;
Method;-;
Minimum 3 letters;-;
Minimum activity;-;
Minimum periode for in seconds (used for binding the customer);-;
Minutes session timeout;-;
Mobiltelefonnr til systemeier;-;
Modify your layout? Drag this element to a cell you would like to modify.;-;
Modules;-;
Monday - Friday;-;
More Categories?;-;
More color options;-;
More...;-;
Much more than just a world leading PMS!;-;
N/A;-;
Name / Phone / Email / etc;-;
Name of bookingengine;-;
Name of payment method;-;
Name of the button.;-;
Name of the cardholder;-;
Name of the customer;-;
Name of the event;-;
Name of the event that this questback is connected to;-;
Name of the group.;-;
Name of the person that owns this new account.;-;
Name of the project.;-;
Name of the test;-;
Name of the workpackage that owns this new account.;-;
Name, email etc of user;-;
Navigate to settings -> cleaning configuration and set up your cleaning program.;-;
Navn;-;
Navn på systemeier;-;
Navn på systemeier.;-;
Need access to other companies;-;
Need to be paid;-;
Need to display your realestates? well, here is the application that allows you to do that, simply add the application to your page and start editing your realestate;-;
Need to specify a booking-engine.;-;
Nets;-;
New WP;-;
New company;-;
New entry;-;
New group;-;
New list;-;
New menu;-;
New page;-;
New partner;-;
New product;-;
New product name;-;
New project;-;
New slider;-;
New system;-;
New text;-;
News;-;
Next page;-;
No access control has been set up;-;
No accounts needs to be confirmed;-;
No addons added yet;-;
No advanced color options for this design;-;
No background selection available for this design.;-;
No bookings found;-;
No colors available for this design.;-;
No comments added yet;-;
No events;-;
No heading text added yet;-;
No image added for this product;-;
No list selected yet;-;
No locations available;-;
No options added yet, click add option to add one;-;
No orderlines added to this order;-;
No orders found.;-;
No orders where found for this time range.;-;
No page found, please try to change your search criteria.;-;
No page views where found for this time range.;-;
No payment method has been set up yet.;-;
No products available;-;
No products where found for this time range.;-;
No products where found.;-;
No result found;-;
No result, please search for something else;-;
No tests has been created yet;-;
No traffic where found for this time range.;-;
No user selected, please select one from settings;-;
No users where found for this time range.;-;
No-one has started answering this QuestBack;-;
Non refundable;-;
Normal button;-;
North east corner latitude;-;
North east corner longitude;-;
Not available yet;-;
Not possible;-;
Not satisfied with the text "hardcoded" on your page?<br>Add this application and tune the text yourself.;-;
Note;-;
Nothing added for this person;-;
Nothing to configure here, please activate some apps that has settings for emails.;-;
Nothing to pay.;-;
Nothing to see;-;
Number of columns;-;
Number of days the customer have to pay the invoice, example 14;-;
Number of decimals;-;
Number of locks in this gateway;-;
Number of products;-;
Number of views;-;
Number to send SMS from;-;
Off;-;
On;-;
Once the payment has been approved, hit the button below;-;
Online Booking;-;
Open in seperate tab;-;
Open settings;-;
Opening Hours And Contact;-;
Opprett system;-;
Optimize your page by compressing images, css, javascript and lazy loading of css and javascript. (Warning might cause unstability);-;
Option;-;
Or create a new one by clicking on the button below;-;
Order closed;-;
Order email;-;
Order is closed, so you can not do any changes to it.;-;
Order lines;-;
Order not found;-;
Order number;-;
Order status;-;
Order subject;-;
Order total;-;
Order type;-;
OrderId;-;
OrderLines;-;
OrderManager;-;
Orders;-;
Orders added;-;
Orders created summary;-;
Orders done by this user;-;
Orgid;-;
Originator id;-;
Originator id found when logged on under account settings;-;
Other;-;
Other applications;-;
Other companies you need access to?;-;
Outgoing Email;-;
Over 16 million photos, illustrations, and vectors.;-;
Over 16 million pictures at your fingertip;-;
Overall;-;
Override email to send from;-;
Overview;-;
PGA;-;
PMS System;-;
Page;-;
Page Settings;-;
Page description;-;
Page id;-;
Page layout;-;
Page name;-;
Page size;-;
Page view summary;-;
Page views;-;
Pagesize;-;
Participator name;-;
Password can not be empty;-;
Password to authenticate;-;
Password used when logging on to sendregning.;-;
Pay after stay;-;
Pay on delivery;-;
Pay on room;-;
Pay using saved card;-;
PayPal email address;-;
PayPal settings;-;
Payment Date;-;
Payment Method;-;
Payment application;-;
Payment date;-;
Payment failed / betaling feilet.;-;
Payment history;-;
Payment methods;-;
Payment missing;-;
Payment process started for;-;
Payment term;-;
Payment type;-;
Payments;-;
Percentage price;-;
Person;-;
Personal Email;-;
Phone Number;-;
Phone Prefix;-;
Phone prefix;-;
Phonenumber to the customer;-;
PkkControl;-;
Place;-;
Please activate this if you want to use taxes in the e-commerce solution;-;
Please be careful here, this settings should normally be updated automatically.;-;
Please check your password;-;
Please enter engine name;-;
Please enter the accounts password.;-;
Please enter the address you wish this button should direct you to;-;
Please enter the google remarketing code.;-;
Please enter the new count for this order line;-;
Please enter the new value for this orderline;-;
Please enter your;-;
Please enter your companyname in the textfield above;-;
